,Age,Gender,Technology_Usage_Hours,Social_Media_Usage_Hours,Gaming_Hours,Screen_Time_Hours,Mental_Health_Status,Stress_Level,Sleep_Hours,Physical_Activity_Hours,Support_Systems_Access,Work_Environment_Impact,Online_Support_Usage
5555,43,Other,2.53,2.19,0.19,8.6,Excellent,Medium,5.41,7.91,Yes,Positive,No
5556,23,Other,9.25,1.51,3.64,10.74,Poor,Low,4.64,7.13,Yes,Negative,Yes
5557,25,Other,9.75,4.02,2.33,2.5,Good,Low,5.54,6.39,No,Positive,No
5558,45,Other,6.87,5.56,1.53,1.19,Good,High,5.21,3.14,No,Negative,No
5559,18,Other,6.71,4.66,1.3,9.02,Excellent,Low,6.39,8.55,Yes,Positive,Yes
5560,50,Female,11.09,3.12,3.25,3.12,Good,Low,7.01,6.28,Yes,Neutral,Yes
5561,52,Female,10.86,2.86,4.46,2.91,Good,Medium,4.98,3.99,No,Positive,No
5562,29,Other,3.14,7.91,4.6,9.39,Poor,Medium,6.16,3.07,No,Neutral,No
5563,44,Female,9.25,3.07,3.87,1.46,Excellent,Low,5.39,3.07,No,Negative,No
5564,37,Other,8.81,2.44,3.76,12.29,Excellent,High,8.12,0.39,No,Positive,No
5565,23,Male,7.1,3.14,4.1,13.17,Good,Low,8.97,2.19,Yes,Positive,No
5566,38,Male,2.6,5.21,2.46,3.96,Good,Medium,4.49,2.35,Yes,Neutral,No
5567,64,Female,4.02,2.08,0.77,11.79,Fair,Medium,6.7,4.99,Yes,Negative,Yes
5568,25,Other,11.14,6.46,1.31,5.3,Good,High,6.45,1.02,No,Negative,No
5569,49,Female,4.04,2.6,1.01,4.64,Excellent,High,4.09,5.8,Yes,Positive,Yes
5570,51,Male,7.21,4.21,4.8,4.63,Poor,Medium,6.6,0.47,Yes,Positive,No
5571,27,Male,7.56,0.19,2.75,6.71,Fair,High,7.87,8.51,Yes,Positive,Yes
5572,53,Other,6.53,1.52,3.37,6.14,Poor,High,5.87,3.98,Yes,Neutral,No
5573,58,Male,6.53,6.34,0.94,1.68,Fair,Low,6.48,6.9,Yes,Negative,No
5574,60,Male,5.52,5.18,2.11,5.07,Poor,Medium,8.5,2.94,No,Negative,Yes
5575,24,Other,9.22,2.93,2.84,2.95,Good,High,5.88,8.19,Yes,Neutral,Yes
5576,33,Male,2.67,7.56,2.64,3.04,Excellent,Low,4.85,5.67,Yes,Negative,No
5577,57,Other,10.52,7.19,1.34,7.17,Excellent,Low,5.18,0.51,Yes,Neutral,No
5578,65,Other,3.97,7.56,0.41,5.47,Poor,Low,4.31,6.43,No,Positive,No
5579,41,Male,1.93,1.6,1.54,1.8,Fair,Low,5.59,1.91,Yes,Neutral,Yes
5580,62,Other,7.16,4.64,2.57,3.55,Excellent,Medium,7.23,9.65,No,Positive,Yes
5581,26,Other,1.24,3.97,3.42,2.96,Excellent,Low,4.08,2.7,Yes,Positive,No
5582,49,Male,3.17,2.65,2.77,11.23,Good,Medium,5.59,5.15,No,Positive,No
5583,30,Male,1.08,1.95,4.64,10.72,Good,High,4.45,7.22,No,Positive,No
5584,36,Female,8.94,5.99,4.09,2.93,Poor,Medium,6.42,5.06,Yes,Negative,Yes
5585,24,Male,10.93,5.3,3.61,7.05,Excellent,High,5.52,5.91,Yes,Positive,No
5586,56,Other,8.08,2.59,0.47,13.23,Good,Medium,4.59,1.66,No,Negative,Yes
5587,19,Male,4.29,3.61,3.27,4.07,Poor,Medium,8.22,3.1,Yes,Positive,Yes
5588,19,Other,5.15,5.83,1.53,13.95,Excellent,High,4.17,0.75,No,Positive,No
5589,45,Other,10.22,7.54,3.49,6.34,Fair,Medium,8.18,2.67,No,Neutral,Yes
5590,42,Female,3.16,5.58,3.86,5.64,Fair,Low,6.83,1.72,No,Positive,Yes
5591,22,Female,10.0,3.65,3.47,10.41,Good,Medium,6.1,9.68,Yes,Positive,No
5592,36,Other,1.9,6.06,4.71,3.15,Good,Medium,4.07,1.71,Yes,Negative,No
5593,33,Other,7.12,0.23,0.11,6.27,Good,High,4.53,6.4,No,Neutral,Yes
5594,61,Male,4.55,6.82,1.4,5.68,Good,Low,6.23,4.0,Yes,Positive,Yes
5595,52,Female,10.54,3.32,2.79,9.75,Good,Low,6.69,9.68,No,Positive,Yes
5596,31,Female,10.42,5.56,3.72,1.21,Good,Medium,7.58,1.2,No,Negative,No
5597,39,Other,1.1,2.59,1.91,8.44,Good,Medium,4.09,6.44,No,Negative,No
5598,49,Female,1.46,0.27,0.31,4.68,Good,Medium,4.06,2.9,Yes,Positive,Yes
5599,39,Male,3.3,5.3,4.6,3.39,Poor,Medium,5.65,9.54,No,Neutral,No
5600,44,Female,5.98,4.79,5.0,14.36,Excellent,Medium,7.73,3.53,No,Positive,Yes
5601,65,Male,3.43,4.95,4.29,7.75,Excellent,High,5.99,7.11,No,Negative,No
5602,28,Other,2.63,6.7,3.44,10.73,Poor,Low,8.29,4.99,Yes,Negative,No
5603,32,Other,3.15,0.22,4.79,5.7,Fair,Low,4.02,0.12,No,Neutral,Yes
5604,41,Female,2.71,3.98,1.39,1.76,Good,Medium,7.2,4.67,No,Neutral,Yes
5605,52,Other,8.0,5.27,3.91,5.66,Good,High,7.54,4.11,Yes,Positive,Yes
5606,23,Male,9.32,0.52,2.78,7.09,Good,High,5.53,6.31,No,Positive,No
5607,34,Male,2.08,0.83,4.9,8.03,Excellent,Medium,7.98,8.89,Yes,Neutral,No
5608,37,Other,2.51,5.38,2.14,11.33,Fair,Medium,8.43,9.77,Yes,Positive,Yes
5609,46,Female,1.29,7.03,0.01,2.11,Good,High,4.8,2.89,No,Negative,No
5610,44,Male,9.7,7.28,2.95,13.61,Fair,Medium,7.05,4.82,Yes,Positive,Yes
5611,25,Male,4.03,4.08,2.64,3.31,Excellent,Low,8.35,7.49,Yes,Positive,Yes
5612,60,Female,9.66,7.56,1.4,6.6,Fair,Low,6.54,8.36,No,Neutral,No
5613,24,Other,2.01,5.33,0.53,5.15,Poor,High,5.13,7.48,Yes,Neutral,No
5614,64,Female,5.83,7.21,4.84,1.36,Poor,High,7.07,3.98,Yes,Negative,No
5615,26,Female,4.77,7.77,1.44,4.4,Poor,Medium,7.35,0.63,No,Positive,Yes
5616,39,Other,8.6,6.47,3.11,10.47,Fair,Medium,6.81,2.8,Yes,Negative,No
5617,28,Female,2.45,4.69,1.4,8.07,Poor,Low,6.3,9.81,No,Neutral,Yes
5618,30,Other,2.56,4.84,3.86,8.45,Poor,High,5.0,3.71,Yes,Positive,Yes
5619,52,Other,4.73,2.76,2.91,4.72,Fair,Medium,7.3,7.96,Yes,Neutral,Yes
5620,62,Other,1.99,0.36,0.73,13.65,Excellent,Medium,6.13,5.25,Yes,Positive,No
5621,26,Other,7.52,2.85,3.57,14.74,Poor,Low,8.17,3.85,Yes,Negative,No
5622,65,Male,4.77,7.88,3.06,8.92,Fair,Low,5.45,6.46,Yes,Negative,No
5623,18,Female,9.15,0.88,1.64,6.33,Poor,Medium,5.88,0.67,No,Neutral,Yes
5624,32,Male,2.97,3.21,4.85,7.48,Fair,Medium,7.92,7.65,Yes,Positive,Yes
5625,31,Other,7.55,5.79,3.55,4.78,Good,Medium,4.71,9.38,Yes,Negative,No
5626,26,Male,4.42,6.67,3.7,6.56,Fair,Medium,8.29,7.67,No,Neutral,No
5627,37,Female,7.12,2.45,0.57,12.36,Excellent,High,6.27,0.76,Yes,Positive,Yes
5628,46,Female,1.55,6.87,1.48,4.62,Fair,High,5.61,1.15,Yes,Positive,Yes
5629,61,Male,5.47,3.7,4.53,13.73,Excellent,Medium,4.53,9.62,Yes,Positive,Yes
5630,33,Male,5.8,6.9,4.76,3.0,Poor,Medium,8.7,2.8,No,Negative,No
5631,51,Other,2.48,5.63,3.44,4.39,Poor,Medium,7.02,9.39,Yes,Negative,Yes
5632,63,Female,2.28,3.74,2.92,8.46,Excellent,High,5.22,4.39,Yes,Neutral,Yes
5633,62,Female,10.56,2.85,2.23,2.15,Poor,Low,8.26,9.6,No,Neutral,Yes
5634,64,Female,10.66,0.91,2.4,4.58,Poor,Medium,8.58,0.01,No,Negative,Yes
5635,39,Female,6.82,0.28,3.99,5.9,Good,High,6.64,2.44,No,Positive,Yes
5636,58,Male,7.17,1.35,0.14,9.51,Excellent,Medium,5.07,6.79,No,Positive,Yes
5637,50,Female,8.43,1.26,0.08,6.38,Poor,Low,5.47,2.74,Yes,Negative,Yes
5638,23,Female,2.64,1.4,2.64,2.72,Excellent,High,4.35,0.89,No,Negative,Yes
5639,21,Male,4.93,6.17,2.02,2.58,Excellent,High,8.96,2.55,Yes,Neutral,Yes
5640,37,Male,1.37,3.07,2.26,1.59,Good,High,4.61,9.04,No,Negative,Yes
5641,21,Male,5.54,1.05,4.25,1.79,Fair,Low,7.73,7.0,Yes,Negative,No
5642,25,Male,8.29,2.78,3.88,2.77,Fair,Medium,6.78,7.59,Yes,Neutral,No
5643,32,Other,8.78,6.89,2.3,6.26,Good,High,8.1,2.8,No,Positive,No
5644,29,Male,8.27,2.04,0.17,5.88,Excellent,Low,7.51,2.06,Yes,Positive,Yes
5645,20,Male,2.6,6.53,1.15,6.74,Poor,Medium,6.0,7.15,No,Positive,Yes
5646,50,Female,5.92,1.98,1.56,1.28,Fair,Low,4.44,2.54,No,Positive,Yes
5647,24,Other,4.44,4.86,1.63,2.6,Poor,Low,6.67,2.97,No,Neutral,No
5648,56,Female,1.38,4.82,2.86,6.66,Excellent,Low,5.11,1.67,No,Neutral,No
5649,40,Female,3.9,0.45,2.6,3.9,Fair,Low,7.56,3.52,Yes,Neutral,Yes
5650,50,Female,11.59,4.73,1.88,3.58,Poor,Low,6.1,8.67,Yes,Neutral,Yes
5651,56,Female,11.15,2.69,1.63,12.43,Poor,High,8.44,2.27,No,Negative,Yes
5652,41,Male,2.47,4.95,0.19,2.76,Excellent,High,8.55,6.0,No,Neutral,Yes
5653,48,Female,11.59,3.44,2.68,1.53,Good,Medium,4.44,6.39,Yes,Neutral,Yes
5654,51,Other,7.79,2.53,0.5,2.37,Excellent,Low,6.24,5.89,No,Negative,No
5655,46,Female,8.36,7.35,3.06,6.54,Good,Medium,6.1,7.77,No,Neutral,Yes
5656,44,Other,6.76,5.4,3.73,14.77,Good,Medium,6.84,5.78,Yes,Positive,No
5657,27,Male,6.56,6.54,1.89,2.51,Fair,High,6.5,9.36,Yes,Neutral,No
5658,50,Male,5.18,3.8,1.19,5.71,Fair,Low,5.09,4.8,No,Positive,Yes
5659,51,Other,5.5,4.06,4.77,14.39,Good,Medium,4.03,2.34,No,Positive,Yes
5660,56,Other,11.48,1.86,0.2,4.2,Poor,Low,5.42,2.55,No,Negative,Yes
5661,26,Female,2.66,6.07,0.84,6.23,Fair,High,8.34,1.62,No,Neutral,No
5662,23,Female,11.15,0.09,2.72,1.97,Fair,Low,6.37,9.37,No,Negative,Yes
5663,50,Female,2.66,7.18,1.14,11.79,Good,High,7.95,8.25,No,Neutral,No
5664,64,Female,11.48,3.42,2.9,7.09,Poor,High,5.1,7.46,No,Negative,No
5665,49,Other,4.72,2.8,4.85,6.18,Poor,Medium,8.23,5.78,Yes,Neutral,Yes
5666,28,Other,5.32,4.76,3.8,7.99,Fair,Low,4.79,3.33,No,Positive,Yes
5667,62,Male,10.89,7.78,1.68,9.62,Good,Medium,8.09,5.04,Yes,Negative,No
5668,59,Female,4.92,6.08,1.68,5.38,Poor,High,7.15,6.84,No,Negative,Yes
5669,56,Male,9.87,7.61,1.97,6.55,Good,High,5.97,8.96,No,Negative,No
5670,53,Male,10.34,6.99,2.47,12.88,Good,Low,4.09,5.53,Yes,Neutral,Yes
5671,26,Other,8.09,5.14,3.97,5.25,Good,Low,7.36,2.04,No,Positive,No
5672,34,Female,1.52,7.81,1.4,10.08,Fair,Low,6.65,8.32,No,Neutral,No
5673,59,Other,3.94,5.23,3.69,11.41,Fair,High,7.32,3.35,Yes,Negative,Yes
5674,57,Other,2.55,1.88,2.73,4.32,Poor,Low,6.36,8.24,Yes,Positive,No
5675,21,Male,9.92,4.53,2.78,3.92,Fair,High,8.17,9.65,No,Neutral,Yes
5676,29,Other,1.54,6.66,1.5,5.75,Poor,High,8.5,0.8,Yes,Positive,No
5677,64,Other,6.87,7.14,3.19,9.17,Good,Medium,5.35,9.98,No,Negative,No
5678,48,Other,7.09,4.07,2.39,7.64,Excellent,High,8.83,8.42,Yes,Neutral,Yes
5679,23,Female,8.39,2.76,1.16,11.18,Poor,Low,7.79,1.97,Yes,Positive,No
5680,29,Male,6.32,6.97,0.48,6.64,Good,High,8.44,1.56,No,Negative,Yes
5681,27,Male,8.82,4.43,4.95,2.18,Poor,High,4.64,6.01,Yes,Positive,Yes
5682,43,Other,6.25,0.84,4.83,9.66,Good,Medium,4.58,1.41,No,Positive,No
5683,29,Female,1.25,5.09,4.0,4.55,Fair,Low,8.09,10.0,Yes,Neutral,Yes
5684,44,Other,9.24,6.56,1.08,5.33,Excellent,High,4.34,1.36,No,Neutral,No
5685,62,Other,9.69,3.28,4.98,2.93,Fair,Low,4.18,8.92,Yes,Negative,Yes
5686,20,Other,9.23,5.73,3.36,13.74,Fair,Low,5.84,3.2,Yes,Positive,No
5687,32,Male,3.56,4.04,1.24,8.31,Good,Medium,4.97,1.6,No,Positive,Yes
5688,18,Male,3.24,7.68,1.14,4.6,Poor,High,8.5,9.65,Yes,Positive,No
5689,50,Female,9.23,6.99,2.79,7.59,Fair,Low,6.27,0.01,No,Neutral,Yes
5690,36,Other,7.59,7.61,3.79,10.87,Fair,Low,6.22,0.56,No,Positive,No
5691,34,Female,4.76,4.28,1.84,10.41,Good,High,7.47,2.17,Yes,Negative,Yes
5692,56,Other,11.59,0.13,4.18,12.16,Fair,Low,7.36,0.01,No,Positive,Yes
5693,34,Female,10.47,0.94,3.84,2.0,Good,Low,7.35,5.57,No,Positive,No
5694,28,Other,10.99,7.8,3.94,5.73,Poor,High,7.37,4.72,Yes,Neutral,Yes
5695,27,Female,1.07,0.49,2.76,4.87,Poor,Low,5.68,4.94,Yes,Negative,Yes
5696,31,Male,4.65,0.83,0.1,6.31,Poor,Low,6.56,1.32,No,Neutral,No
5697,47,Female,10.04,5.6,0.51,2.72,Fair,High,5.33,8.71,Yes,Positive,No
5698,19,Other,4.74,4.97,0.96,8.51,Poor,Low,8.34,5.11,Yes,Neutral,No
5699,51,Male,7.44,2.09,3.6,4.66,Poor,High,5.38,0.67,No,Positive,No
5700,63,Male,9.31,3.32,1.86,3.44,Good,Low,7.77,0.39,No,Neutral,No
5701,51,Male,10.9,1.21,1.47,5.49,Excellent,High,7.12,3.73,No,Negative,No
5702,64,Other,6.4,0.27,4.01,10.5,Poor,Medium,8.49,4.38,Yes,Negative,No
5703,24,Male,5.97,3.97,1.84,3.32,Excellent,High,8.79,8.7,No,Neutral,Yes
5704,21,Male,7.3,6.51,4.61,5.08,Fair,Medium,4.04,7.62,No,Neutral,Yes
5705,38,Female,2.32,6.72,0.57,1.23,Excellent,Medium,4.23,1.13,Yes,Positive,No
5706,32,Female,3.06,3.83,0.92,8.76,Good,Medium,4.64,1.89,No,Positive,No
5707,27,Female,6.13,2.09,1.64,4.26,Fair,High,7.84,3.87,Yes,Neutral,No
5708,46,Female,11.98,4.68,0.82,10.68,Good,Medium,7.93,2.46,No,Positive,No
5709,48,Other,5.83,4.5,4.2,9.44,Good,Medium,5.75,9.54,No,Neutral,Yes
5710,53,Female,7.69,3.54,0.98,9.43,Excellent,Low,6.96,8.81,Yes,Neutral,No
5711,55,Male,9.57,5.93,4.6,6.75,Excellent,Low,8.09,5.68,No,Positive,No
5712,57,Other,8.28,5.75,1.51,11.25,Fair,Low,8.28,5.41,Yes,Negative,No
5713,30,Male,6.03,5.39,3.03,13.28,Excellent,High,7.38,8.18,Yes,Positive,No
5714,33,Male,2.14,0.16,1.52,4.01,Fair,High,4.9,0.25,Yes,Positive,No
5715,25,Male,8.09,1.61,1.14,3.93,Fair,Low,4.39,2.61,Yes,Neutral,No
5716,63,Other,5.91,6.91,4.87,8.8,Excellent,Medium,4.85,1.12,No,Neutral,Yes
5717,24,Male,9.92,7.72,4.0,7.74,Fair,Low,7.2,5.32,No,Neutral,Yes
5718,63,Female,4.45,4.89,1.71,6.42,Good,Medium,7.1,8.49,No,Neutral,No
5719,43,Other,2.0,7.18,0.08,10.97,Fair,Medium,4.77,5.94,Yes,Neutral,No
5720,49,Other,7.1,2.52,1.38,4.36,Fair,Low,6.38,0.72,Yes,Neutral,Yes
5721,42,Other,8.22,7.13,3.61,3.96,Excellent,High,7.51,3.78,No,Positive,Yes
5722,50,Female,1.0,4.95,1.15,11.56,Fair,High,7.97,6.43,Yes,Negative,Yes
5723,36,Male,11.47,2.26,2.0,1.86,Excellent,Low,4.62,2.66,No,Negative,Yes
5724,46,Male,6.8,0.69,1.48,13.06,Poor,High,7.88,4.29,Yes,Neutral,Yes
5725,49,Male,4.77,7.37,3.52,10.92,Excellent,Low,5.85,7.11,Yes,Positive,Yes
5726,52,Female,10.36,0.63,3.44,14.88,Excellent,Low,8.24,9.54,Yes,Negative,No
5727,41,Female,5.93,2.28,1.85,3.32,Good,High,6.56,4.86,No,Negative,No
5728,43,Female,2.82,3.22,4.34,13.1,Good,High,6.64,5.75,No,Positive,No
5729,39,Male,6.07,5.4,0.14,10.2,Excellent,Low,7.03,6.69,Yes,Negative,Yes
5730,21,Male,8.4,4.15,4.9,1.62,Poor,High,8.6,5.95,Yes,Negative,No
5731,23,Male,7.85,3.41,3.76,5.52,Good,High,7.47,5.38,Yes,Positive,No
5732,26,Male,9.03,6.9,2.37,1.17,Excellent,High,5.49,6.61,No,Negative,Yes
5733,40,Female,2.79,3.04,0.78,9.25,Good,Medium,4.21,9.8,No,Negative,No
5734,62,Other,9.16,1.69,0.75,4.57,Fair,Low,8.97,6.78,Yes,Neutral,Yes
5735,45,Male,7.73,2.39,1.51,13.34,Poor,High,7.01,5.26,No,Negative,Yes
5736,64,Female,4.8,6.35,4.67,1.29,Excellent,Low,6.24,4.61,No,Neutral,No
5737,64,Female,2.8,3.11,2.86,11.43,Excellent,Low,5.55,4.62,Yes,Negative,No
5738,44,Female,2.12,6.66,0.13,14.64,Good,High,4.14,6.61,No,Positive,Yes
5739,30,Other,8.06,2.85,3.81,7.57,Fair,Low,5.29,9.95,No,Positive,No
5740,31,Male,6.09,1.78,2.08,4.85,Good,High,7.7,2.21,No,Negative,Yes
5741,65,Male,7.79,2.32,1.72,4.64,Good,Low,7.18,0.03,No,Negative,Yes
5742,31,Female,9.07,4.23,2.26,7.25,Fair,Medium,8.76,1.84,Yes,Positive,Yes
5743,42,Female,2.25,4.05,4.49,14.12,Fair,Medium,4.36,3.79,Yes,Negative,No
5744,55,Male,9.87,2.23,2.82,4.65,Excellent,High,7.27,3.42,Yes,Neutral,Yes
5745,50,Other,4.9,0.31,2.1,5.86,Poor,High,5.39,0.4,Yes,Neutral,No
5746,60,Female,2.11,4.17,1.51,11.43,Fair,High,8.18,1.58,Yes,Positive,No
5747,49,Male,6.73,0.44,1.82,1.86,Good,High,6.6,8.11,No,Neutral,No
5748,52,Female,5.61,5.11,1.51,1.77,Poor,High,4.0,6.96,Yes,Positive,Yes
5749,62,Male,3.34,1.23,2.7,14.01,Poor,High,5.25,6.6,Yes,Neutral,Yes
5750,65,Male,8.33,6.02,4.4,11.78,Good,Medium,5.85,8.74,Yes,Negative,Yes
5751,56,Male,2.25,1.0,3.3,6.16,Poor,High,8.48,1.93,Yes,Positive,Yes
5752,49,Female,7.99,3.82,4.64,9.54,Poor,Low,7.03,2.53,Yes,Positive,Yes
5753,35,Male,10.99,1.56,2.32,4.77,Poor,Medium,5.57,7.98,No,Neutral,No
5754,52,Male,8.17,7.18,3.62,14.31,Good,High,4.33,2.45,No,Negative,Yes
5755,51,Other,1.25,1.08,0.96,4.73,Fair,High,5.18,5.63,Yes,Negative,Yes
5756,36,Other,3.74,3.28,0.66,13.26,Good,High,5.19,0.53,No,Positive,Yes
5757,42,Male,6.59,0.65,4.58,7.01,Excellent,Medium,6.45,1.83,Yes,Positive,Yes
5758,64,Other,3.17,2.24,4.04,7.35,Poor,Low,4.51,3.44,Yes,Neutral,Yes
5759,46,Male,7.49,2.2,4.71,13.31,Excellent,Medium,6.51,7.03,No,Neutral,No
5760,38,Female,1.76,1.7,2.15,14.43,Poor,Low,4.95,2.07,No,Negative,No
5761,55,Other,1.03,4.38,1.32,7.2,Poor,Low,5.29,8.01,Yes,Negative,No
5762,55,Female,11.86,5.61,0.4,3.96,Fair,Low,7.43,7.49,Yes,Neutral,Yes
5763,41,Female,3.24,7.04,1.6,14.15,Poor,Medium,5.1,6.67,Yes,Neutral,Yes
5764,56,Female,6.1,3.93,2.63,2.98,Poor,Medium,7.94,2.43,No,Negative,No
5765,51,Male,4.69,1.22,2.57,12.42,Good,Medium,5.45,0.09,Yes,Neutral,Yes
5766,23,Male,3.12,6.93,4.67,8.72,Poor,High,8.28,5.26,No,Positive,No
5767,61,Other,3.37,4.05,2.57,2.87,Good,High,6.84,7.38,Yes,Neutral,No
5768,46,Female,11.11,2.74,1.47,11.57,Fair,Low,8.74,8.53,Yes,Negative,Yes
5769,57,Other,10.76,4.94,3.86,7.13,Poor,Low,8.4,4.38,No,Positive,No
5770,24,Female,3.37,3.34,3.19,2.76,Fair,Low,4.83,5.19,No,Positive,Yes
5771,60,Female,11.47,6.8,4.45,5.65,Poor,Low,4.18,4.31,No,Positive,Yes
5772,49,Female,8.2,0.2,1.61,10.69,Good,Medium,8.59,2.44,Yes,Positive,No
5773,46,Male,10.37,4.82,3.9,7.2,Excellent,High,7.98,7.18,Yes,Negative,Yes
5774,30,Male,11.02,2.37,0.99,14.03,Good,Medium,4.49,4.71,Yes,Positive,No
5775,56,Female,11.66,4.66,4.41,5.49,Poor,Medium,4.36,8.24,No,Positive,Yes
5776,65,Male,4.19,2.1,1.02,3.66,Poor,Low,7.99,1.7,Yes,Negative,Yes
5777,27,Other,3.76,2.65,0.7,13.14,Excellent,Medium,4.54,3.23,Yes,Neutral,Yes
5778,20,Male,6.25,5.08,0.2,3.97,Poor,High,4.29,9.7,Yes,Positive,No
5779,64,Male,6.98,0.32,0.96,3.93,Fair,High,4.93,8.18,No,Neutral,Yes
5780,33,Other,6.51,1.12,4.22,3.84,Good,Medium,5.99,4.07,No,Negative,Yes
5781,31,Other,4.4,1.74,3.04,10.26,Good,High,5.18,9.08,Yes,Positive,Yes
5782,18,Male,5.31,5.25,1.56,9.14,Fair,Medium,4.67,7.82,No,Neutral,No
5783,53,Female,5.1,6.06,2.01,12.25,Excellent,Low,8.78,0.46,No,Neutral,No
5784,45,Female,3.14,0.9,4.36,8.99,Poor,Low,8.39,9.28,No,Negative,Yes
5785,21,Male,4.23,5.81,1.37,1.08,Good,Low,8.83,3.53,No,Neutral,No
5786,38,Male,8.38,0.04,3.63,5.38,Fair,Medium,4.56,8.4,Yes,Neutral,Yes
5787,30,Other,10.06,0.92,1.54,3.47,Excellent,Low,6.1,8.52,Yes,Positive,Yes
5788,27,Other,1.89,6.72,4.84,10.86,Poor,Medium,8.3,7.66,No,Neutral,No
5789,65,Male,6.83,7.42,2.29,14.19,Poor,High,8.02,7.58,Yes,Positive,Yes
5790,18,Male,7.62,4.44,1.29,2.08,Excellent,Medium,7.15,8.22,Yes,Positive,No
5791,38,Male,1.42,3.85,4.36,1.34,Poor,Low,5.36,7.98,No,Negative,No
5792,59,Other,7.56,3.71,4.2,14.91,Excellent,High,4.6,0.67,Yes,Positive,Yes
5793,41,Female,4.3,0.33,3.41,11.92,Poor,Medium,6.09,5.44,No,Negative,No
5794,64,Other,6.8,5.29,2.64,2.13,Poor,High,5.66,3.22,Yes,Negative,No
5795,39,Other,3.73,1.9,0.75,2.34,Fair,Medium,8.64,2.83,No,Negative,No
5796,59,Male,5.87,1.21,4.86,6.66,Fair,High,7.04,0.3,Yes,Negative,No
5797,26,Other,3.98,2.63,3.11,14.5,Excellent,Low,8.12,5.07,Yes,Negative,Yes
5798,33,Other,11.26,1.81,2.33,6.05,Good,High,7.3,5.14,No,Neutral,Yes
5799,45,Male,5.09,0.55,4.39,14.19,Good,High,7.19,7.04,Yes,Positive,Yes
5800,61,Female,8.08,0.47,4.78,6.33,Poor,High,4.71,2.05,Yes,Positive,Yes
5801,45,Other,7.76,5.71,3.69,3.9,Good,Low,7.32,3.5,No,Neutral,Yes
5802,53,Female,6.29,5.77,0.12,11.41,Poor,Low,4.26,2.0,Yes,Negative,No
5803,61,Male,4.59,3.25,1.74,11.64,Excellent,Low,8.39,6.62,Yes,Negative,Yes
5804,49,Other,9.95,4.98,0.24,5.92,Excellent,High,5.5,6.44,Yes,Positive,Yes
5805,45,Female,7.43,5.48,1.55,13.45,Fair,High,6.17,1.02,No,Negative,Yes
5806,40,Female,10.72,0.3,0.79,7.55,Poor,Medium,4.59,5.64,Yes,Positive,Yes
5807,38,Male,3.64,2.48,4.03,8.14,Fair,Low,8.01,0.06,No,Negative,Yes
5808,64,Other,11.63,1.45,1.27,6.72,Poor,Medium,4.98,6.64,No,Neutral,Yes
5809,18,Other,11.96,4.97,4.17,7.43,Good,High,4.15,9.21,Yes,Positive,No
5810,25,Female,5.15,1.23,1.56,9.11,Good,Medium,4.21,8.85,No,Neutral,Yes
5811,53,Male,3.28,4.75,0.88,1.75,Excellent,Low,5.65,1.55,Yes,Positive,No
5812,51,Female,4.42,4.07,2.37,1.63,Poor,Medium,4.39,0.53,Yes,Neutral,Yes
5813,57,Male,6.83,1.12,4.39,9.38,Good,Medium,6.27,6.29,Yes,Positive,Yes
5814,59,Female,5.98,2.3,4.32,10.16,Excellent,Low,8.69,6.52,Yes,Positive,Yes
5815,23,Other,7.68,7.44,2.72,14.92,Fair,High,5.53,2.77,No,Negative,No
5816,53,Other,6.92,2.83,1.24,13.65,Good,High,5.98,0.81,No,Negative,No
5817,18,Female,11.04,4.23,4.61,5.0,Poor,High,7.55,1.39,Yes,Neutral,Yes
5818,59,Female,5.63,2.61,2.88,1.35,Poor,Medium,8.94,4.28,Yes,Negative,No
5819,56,Female,8.27,7.89,2.61,3.87,Good,High,6.72,0.8,Yes,Negative,Yes
5820,51,Other,10.68,4.42,1.03,4.25,Fair,Low,7.22,9.63,No,Neutral,Yes
5821,39,Male,6.89,7.45,3.11,5.88,Fair,High,7.28,0.08,Yes,Neutral,No
5822,38,Other,1.8,1.1,2.04,8.32,Good,Medium,8.34,1.97,No,Neutral,Yes
5823,54,Male,1.99,6.68,0.58,4.64,Fair,Low,7.96,2.09,Yes,Negative,No
5824,31,Other,10.7,2.57,2.14,11.37,Good,Medium,6.69,4.39,Yes,Neutral,No
5825,64,Female,8.8,6.03,2.74,7.62,Fair,High,6.2,8.01,No,Positive,No
5826,54,Female,5.19,3.11,1.73,8.21,Poor,High,6.84,2.94,Yes,Neutral,No
5827,35,Other,2.04,0.47,4.7,9.87,Excellent,Medium,5.95,3.84,Yes,Neutral,No
5828,23,Male,4.84,2.99,2.55,3.33,Good,Medium,5.27,0.27,No,Negative,No
5829,39,Female,11.38,4.01,2.2,14.05,Excellent,High,6.67,0.08,Yes,Positive,No
5830,48,Male,6.85,5.9,3.36,9.38,Poor,Low,4.0,2.07,No,Neutral,Yes
5831,48,Female,11.99,1.66,1.21,13.9,Poor,High,5.05,9.6,No,Negative,No
5832,21,Other,3.42,4.43,4.37,3.77,Good,High,6.26,7.97,Yes,Negative,No
5833,26,Other,6.56,0.07,1.83,14.73,Poor,Medium,7.65,9.22,Yes,Negative,No
5834,34,Female,10.38,7.19,0.59,11.85,Fair,High,5.76,2.83,No,Neutral,Yes
5835,21,Male,1.7,2.92,1.87,9.5,Poor,Medium,8.63,2.14,Yes,Positive,No
